"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"3170107","Uberaba (MG)","100.00","72.27","50.99","3.69","17.59","1.06","0.17","3.88","22.62","100.00","76.15","55.97","6.61","13.57","0.66","0.38","2.23","20.57"
"3170206","Uberlândia (MG)","100.00","72.57","45.75","6.58","20.24","1.03","0.10","3.76","22.53","100.00","75.53","56.10","5.61","13.82","0.86","0.46","3.03","20.11"
"3170305","Umburatiba (MG)","100.00","78.07","12.24","16.99","48.84","2.57","0.95","1.24","17.18","100.00","74.57","12.85","19.34","42.38","-","2.79","1.89","20.76"
"3170404","Unaí (MG)","100.00","72.72","29.18","7.67","35.87","2.25","1.83","5.09","18.10","100.00","68.77","35.60","7.62","25.55","2.61","4.51","2.79","21.31"
"3170438","União de Minas (MG)","100.00","69.45","32.72","3.61","33.11","0.56","1.78","1.25","26.97","100.00","70.07","46.99","2.14","20.94","2.60","4.51","0.52","22.30"
"3170479","Uruana de Minas (MG)","100.00","64.62","15.96","17.59","31.07","2.72","11.37","-","21.29","100.00","66.34","22.00","10.46","33.89","1.71","17.35","0.79","13.80"
"3170503","Urucânia (MG)","100.00","80.53","43.78","8.22","28.53","2.37","0.12","2.10","14.88","100.00","81.80","53.62","7.34","20.84","1.37","5.30","0.27","11.25"
"3170529","Urucuia (MG)","100.00","60.88","11.87","8.60","40.41","4.80","7.57","1.13","25.62","100.00","65.72","14.32","8.66","42.74","1.78","14.40","0.43","17.67"
"3170578","Vargem Alegre (MG)","100.00","81.36","16.31","10.98","54.06","0.43","0.76","0.44","17.01","100.00","59.95","18.67","14.36","26.92","2.42","11.07","1.18","25.37"
"3170602","Vargem Bonita (MG)","100.00","76.40","19.98","12.27","44.15","2.95","1.09","0.77","18.79","100.00","67.93","22.10","16.97","28.86","3.17","2.28","0.88","25.73"
"3170651","Vargem Grande do Rio Pardo (MG)","100.00","57.43","11.08","7.63","38.71","4.08","8.21","0.79","29.50","100.00","61.81","17.75","4.66","39.39","1.47","27.42","0.32","9.00"
"3170701","Varginha (MG)","100.00","76.40","53.73","5.85","16.81","1.33","0.22","4.95","17.10","100.00","78.75","59.91","5.33","13.51","0.56","0.68","2.80","17.21"
"3170750","Varjão de Minas (MG)","100.00","84.38","42.21","8.72","33.45","1.76","0.19","1.03","12.63","100.00","83.59","56.52","10.46","16.61","0.64","6.21","0.73","8.83"
"3170800","Várzea da Palma (MG)","100.00","79.69","36.63","10.49","32.57","2.86","1.79","1.81","13.86","100.00","78.40","44.76","8.23","25.41","1.26","1.96","0.61","17.77"
"3170909","Varzelândia (MG)","100.00","42.07","6.60","8.85","26.62","11.65","29.77","0.78","15.73","100.00","52.56","15.20","9.10","28.26","9.24","18.77","0.87","18.56"
"3171006","Vazante (MG)","100.00","71.88","28.65","7.62","35.60","4.04","0.60","2.68","20.80","100.00","72.53","39.29","10.25","22.99","2.81","3.43","1.83","19.39"
"3171030","Verdelândia (MG)","100.00","66.39","13.17","5.86","47.37","5.70","5.62","0.25","22.04","100.00","81.83","28.49","6.04","47.30","0.17","7.91","-","10.09"
"3171071","Veredinha (MG)","100.00","51.99","16.29","3.22","32.47","1.50","19.87","1.37","25.27","100.00","55.74","20.35","8.80","26.59","2.30","31.79","0.55","9.61"
"3171105","Veríssimo (MG)","100.00","66.47","44.91","0.76","20.80","4.10","-","1.27","28.17","100.00","71.26","48.89","3.66","18.71","2.05","2.62","0.97","23.10"
"3171154","Vermelho Novo (MG)","100.00","45.20","5.27","6.31","33.62","15.79","17.25","0.88","20.88","100.00","44.76","8.38","7.11","29.27","2.09","20.06","0.15","32.94"
"3171204","Vespasiano (MG)","100.00","77.63","53.23","6.19","18.21","0.98","0.04","1.85","19.50","100.00","83.25","66.17","4.45","12.63","0.70","0.30","0.44","15.30"
"3171303","Viçosa (MG)","100.00","78.67","42.26","8.59","27.81","0.93","0.36","3.50","16.54","100.00","75.40","47.81","8.12","19.47","1.18","3.13","3.82","16.47"
"3171402","Vieiras (MG)","100.00","56.82","7.64","9.85","39.32","15.09","1.32","1.15","25.63","100.00","65.11","20.42","11.47","33.21","3.55","1.16","1.79","28.38"
"3171501","Mathias Lobato (MG)","100.00","84.71","16.95","18.54","49.22","-","0.85","2.07","12.36","100.00","83.23","17.55","6.57","59.12","0.24","3.15","1.80","11.58"
"3171600","Virgem da Lapa (MG)","100.00","59.91","21.11","11.42","27.38","2.44","19.58","1.24","16.83","100.00","53.03","18.06","9.96","25.02","2.71","20.06","0.99","23.20"
"3171709","Virgínia (MG)","100.00","66.44","18.64","7.45","40.35","1.46","3.26","1.38","27.46","100.00","60.13","23.03","3.75","33.35","3.57","5.67","0.98","29.65"
"3171808","Virginópolis (MG)","100.00","63.81","18.63","7.20","37.98","7.43","7.05","1.85","19.85","100.00","67.89","22.83","8.19","36.87","1.06","11.60","1.80","17.65"
"3171907","Virgolândia (MG)","100.00","49.54","8.09","11.69","29.76","0.29","31.76","1.13","17.28","100.00","57.30","5.77","6.65","44.88","5.87","15.03","0.50","21.30"
"3172004","Visconde do Rio Branco (MG)","100.00","71.87","43.12","5.16","23.59","2.90","1.84","3.52","19.87","100.00","78.45","55.10","6.21","17.15","0.80","2.27","2.65","15.83"
"3172103","Volta Grande (MG)","100.00","83.24","38.93","5.07","39.25","0.96","0.22","3.20","12.38","100.00","85.64","57.79","2.60","25.25","0.20","1.99","0.11","12.06"
"3172202","Wenceslau Braz (MG)","100.00","73.83","51.65","2.96","19.22","1.80","0.28","5.79","18.30","100.00","73.45","52.56","2.85","18.04","0.24","7.62","-","18.69"
"3200102","Afonso Cláudio (ES)","100.00","42.35","9.26","4.07","29.01","18.75","2.86","3.01","33.03","100.00","51.39","16.93","5.52","28.94","2.65","8.04","1.37","36.54"
"3200136","Águia Branca (ES)","100.00","44.38","6.18","8.18","30.02","26.42","6.48","1.67","21.06","100.00","48.20","14.90","7.16","26.14","12.83","9.61","0.90","28.47"
"3200169","Água Doce do Norte (ES)","100.00","61.49","5.50","7.99","48.00","11.36","1.74","1.92","23.50","100.00","55.86","13.76","6.94","35.16","3.33","10.51","0.76","29.53"
"3200201","Alegre (ES)","100.00","67.84","20.56","10.16","37.11","10.29","1.15","2.75","17.97","100.00","70.06","29.71","9.10","31.25","2.12","4.21","2.18","21.44"
"3200300","Alfredo Chaves (ES)","100.00","46.81","10.76","3.65","32.41","23.56","1.78","2.14","25.72","100.00","46.70","17.24","5.92","23.54","1.71","3.53","1.38","46.68"
"3200359","Alto Rio Novo (ES)","100.00","61.48","21.65","3.31","36.52","9.78","1.84","0.94","25.97","100.00","67.75","27.70","1.00","39.05","0.72","8.10","1.74","21.69"
"3200409","Anchieta (ES)","100.00","66.88","23.80","10.15","32.93","3.75","1.13","1.79","26.45","100.00","74.48","41.03","10.38","23.07","0.37","3.11","2.19","19.86"
"3200508","Apiacá (ES)","100.00","65.11","18.39","4.15","42.58","18.25","0.80","3.91","11.92","100.00","68.41","27.49","3.92","37.00","2.02","3.34","0.83","25.40"
"3200607","Aracruz (ES)","100.00","71.66","38.56","9.31","23.79","3.12","1.76","2.74","20.72","100.00","77.40","52.62","6.38","18.40","2.26","1.82","1.99","16.52"
"3200706","Atílio Vivácqua (ES)","100.00","69.55","33.04","4.45","32.06","5.15","2.08","1.48","21.75","100.00","71.11","40.68","9.31","21.11","3.73","3.78","1.15","20.23"
"3200805","Baixo Guandu (ES)","100.00","63.28","20.30","8.75","34.23","10.83","1.70","3.65","20.53","100.00","65.88","33.16","5.01","27.71","6.36","4.74","1.20","21.83"
"3200904","Barra de São Francisco (ES)","100.00","65.05","17.33","6.82","40.90","12.80","1.47","3.30","17.37","100.00","62.89","30.72","6.20","25.97","2.50","9.46","0.72","24.43"
"3201001","Boa Esperança (ES)","100.00","60.96","18.64","6.88","35.44","12.74","4.05","1.50","20.75","100.00","65.07","26.36","7.48","31.23","5.22","7.02","3.27","19.42"
"3201100","Bom Jesus do Norte (ES)","100.00","72.27","34.18","8.80","29.29","3.02","0.20","1.69","22.82","100.00","75.84","42.20","5.86","27.79","1.11","0.71","1.47","20.86"
"3201159","Brejetuba (ES)","100.00","43.12","4.59","2.49","36.04","31.51","4.21","1.05","20.11","100.00","67.83","10.78","5.85","51.21","11.32","3.03","0.59","17.22"
"3201209","Cachoeiro de Itapemirim (ES)","100.00","72.87","45.12","3.79","23.96","1.55","0.35","3.57","21.66","100.00","76.26","54.36","5.03","16.86","0.91","1.44","2.74","18.66"
"3201308","Cariacica (ES)","100.00","74.71","45.12","4.40","25.19","1.46","0.18","1.91","21.72","100.00","79.89","61.37","2.70","15.83","0.74","0.33","0.89","18.15"
"3201407","Castelo (ES)","100.00","55.66","22.44","4.40","28.82","12.46","-","3.33","28.55","100.00","61.76","34.09","4.54","23.13","3.00","2.88","1.09","31.27"
"3201506","Colatina (ES)","100.00","66.50","42.63","3.03","20.84","5.64","0.74","4.52","22.60","100.00","74.45","55.14","3.70","15.60","0.98","2.25","2.74","19.58"
"3201605","Conceição da Barra (ES)","100.00","67.41","32.08","6.50","28.83","6.69","4.68","2.29","18.93","100.00","68.90","38.45","8.12","22.33","2.70","5.02","1.13","22.25"
"3201704","Conceição do Castelo (ES)","100.00","48.84","10.53","4.46","33.85","25.26","0.20","1.46","24.24","100.00","59.86","21.34","7.42","31.09","2.99","9.48","2.46","25.22"
"3201803","Divino de São Lourenço (ES)","100.00","56.51","10.01","1.13","45.37","22.28","0.65","0.78","19.78","100.00","43.89","10.94","6.61","26.34","4.85","4.29","0.53","46.44"
"3201902","Domingos Martins (ES)","100.00","39.07","14.52","1.99","22.56","23.77","1.68","1.93","33.55","100.00","42.78","18.47","3.03","21.27","4.99","6.10","1.18","44.95"
"3202009","Dores do Rio Preto (ES)","100.00","50.28","9.57","5.88","34.83","9.97","0.92","1.52","37.31","100.00","61.01","16.43","6.19","38.39","3.71","6.67","0.90","27.70"
"3202108","Ecoporanga (ES)","100.00","63.45","16.48","4.13","42.84","6.72","7.03","2.47","20.33","100.00","67.17","23.06","7.43","36.68","2.84","10.35","1.40","18.24"
"3202207","Fundão (ES)","100.00","70.19","26.49","12.24","31.46","6.08","0.90","2.33","20.51","100.00","71.24","37.04","8.58","25.62","0.93","2.10","1.67","24.06"
"3202256","Governador Lindenberg (ES)","...","...","...","...","...","...","...","...","...","100.00","59.45","16.66","4.32","38.47","0.77","6.76","2.04","30.98"
"3202306","Guaçuí (ES)","100.00","62.76","22.14","4.42","36.21","9.73","0.64","3.51","23.36","100.00","69.14","28.07","7.45","33.61","2.89","2.40","2.46","23.11"
"3202405","Guarapari (ES)","100.00","68.38","34.80","6.03","27.55","3.09","0.27","4.27","23.99","100.00","72.64","49.18","4.84","18.62","1.37","1.02","2.79","22.18"
"3202454","Ibatiba (ES)","100.00","70.15","10.16","4.39","55.60","11.51","0.33","1.92","16.09","100.00","68.15","18.17","3.01","46.97","1.64","1.47","1.29","27.45"
"3202504","Ibiraçu (ES)","100.00","65.81","31.69","5.95","28.18","5.42","2.74","3.33","22.70","100.00","75.32","47.76","8.77","18.78","1.74","2.35","0.34","20.25"
"3202553","Ibitirama (ES)","100.00","56.65","5.27","5.05","46.34","22.56","1.40","4.54","14.84","100.00","64.68","8.33","6.98","49.38","3.13","4.27","0.88","27.05"
"3202603","Iconha (ES)","100.00","49.39","22.43","2.98","23.98","8.81","0.83","6.02","34.95","100.00","58.19","35.45","4.28","18.46","1.81","4.15","3.11","32.74"
"3202652","Irupi (ES)","100.00","51.95","9.10","6.84","36.02","13.95","2.98","0.99","30.14","100.00","68.34","11.08","4.33","52.93","5.60","1.77","0.64","23.64"
"3202702","Itaguaçu (ES)","100.00","59.96","13.49","7.06","39.42","15.91","0.25","3.20","20.68","100.00","61.90","20.89","5.33","35.68","1.67","4.28","2.24","29.91"
"3202801","Itapemirim (ES)","100.00","71.64","27.15","6.00","38.49","2.38","0.19","1.70","24.08","100.00","70.57","31.67","7.61","31.30","2.08","3.42","1.28","22.65"
"3202900","Itarana (ES)","100.00","33.75","9.86","1.49","22.40","30.08","3.10","1.36","31.71","100.00","47.60","15.92","2.82","28.87","5.54","2.12","1.02","43.71"
"3203007","Iúna (ES)","100.00","65.25","15.46","2.62","47.18","16.29","0.06","2.57","15.82","100.00","71.76","21.86","4.55","45.35","2.00","3.98","1.72","20.54"
"3203056","Jaguaré (ES)","100.00","62.83","16.67","4.72","41.44","7.19","2.24","1.21","26.54","100.00","60.54","24.79","7.12","28.62","2.24","3.03","2.55","31.64"
"3203106","Jerônimo Monteiro (ES)","100.00","67.51","23.94","6.50","37.07","6.75","3.01","1.76","20.96","100.00","72.50","26.36","9.87","36.27","3.56","2.59","3.46","17.90"
"3203130","João Neiva (ES)","100.00","68.39","34.48","9.92","23.98","6.55","0.88","3.99","20.19","100.00","77.32","51.16","7.53","18.63","1.28","0.78","3.76","16.86"
"3203163","Laranja da Terra (ES)","100.00","38.86","2.56","5.56","30.73","31.81","2.29","1.32","25.72","100.00","40.08","8.55","5.32","26.20","6.95","4.68","0.57","47.72"
"3203205","Linhares (ES)","100.00","73.12","38.23","8.92","25.97","3.91","0.25","3.80","18.91","100.00","78.41","52.09","7.37","18.95","0.30","0.89","2.61","17.78"
"3203304","Mantenópolis (ES)","100.00","70.63","9.99","5.23","55.42","9.96","0.71","1.45","17.25","100.00","66.40","13.53","4.76","48.11","3.71","7.15","1.14","21.59"
"3203320","Marataízes (ES)","100.00","52.66","12.59","7.46","32.62","3.93","-","3.85","39.56","100.00","55.75","24.26","7.39","24.10","1.26","2.40","2.61","37.97"
"3203346","Marechal Floriano (ES)","100.00","57.65","18.94","6.34","32.37","16.05","0.79","3.58","21.94","100.00","66.41","34.39","6.29","25.74","0.90","3.26","2.04","27.39"
"3203353","Marilândia (ES)","100.00","37.47","16.37","5.00","16.09","23.90","0.26","3.00","35.37","100.00","64.27","27.16","4.60","32.51","4.16","2.95","1.58","27.04"
"3203403","Mimoso do Sul (ES)","100.00","70.40","21.34","7.14","41.93","10.63","0.50","1.79","16.68","100.00","57.17","26.03","5.24","25.90","3.82","4.12","1.47","33.42"
"3203502","Montanha (ES)","100.00","68.96","22.24","5.24","41.48","4.38","0.55","4.41","21.69","100.00","68.08","30.51","3.66","33.91","3.13","3.58","3.16","22.06"
"3203601","Mucurici (ES)","100.00","75.70","19.46","13.45","42.79","4.34","6.50","1.06","12.40","100.00","70.78","24.98","10.33","35.47","1.83","11.84","0.57","14.99"
"3203700","Muniz Freire (ES)","100.00","41.03","8.95","4.07","28.01","27.43","0.95","2.53","28.05","100.00","53.01","20.48","4.28","28.25","2.01","10.62","1.57","32.79"
"3203809","Muqui (ES)","100.00","65.57","22.90","5.67","37.00","4.88","2.12","1.15","26.27","100.00","60.23","32.14","3.80","24.29","7.97","2.47","2.85","26.47"
"3203908","Nova Venécia (ES)","100.00","65.44","23.92","5.02","36.51","15.69","0.77","3.15","14.95","100.00","58.21","31.39","6.62","20.20","5.55","4.94","2.25","29.04"
"3204005","Pancas (ES)","100.00","59.29","13.47","2.36","43.46","19.78","7.15","1.90","11.88","100.00","60.51","19.20","3.15","38.16","0.95","5.37","2.40","30.77"
"3204054","Pedro Canário (ES)","100.00","74.54","41.00","3.82","29.72","3.07","0.36","2.45","19.57","100.00","78.01","45.81","5.46","26.74","1.41","3.04","1.19","16.35"
"3204104","Pinheiros (ES)","100.00","70.55","25.01","4.54","41.00","3.54","1.39","2.24","22.28","100.00","74.06","38.09","1.33","34.64","1.32","5.55","1.31","17.76"
"3204203","Piúma (ES)","100.00","60.90","19.79","8.78","32.32","4.80","0.07","5.17","29.07","100.00","62.23","30.28","7.44","24.51","2.02","1.53","3.33","30.88"
"3204252","Ponto Belo (ES)","100.00","72.56","18.35","9.39","44.82","5.01","0.59","2.67","19.17","100.00","73.11","19.51","18.58","35.02","0.41","5.84","3.26","17.37"
"3204302","Presidente Kennedy (ES)","100.00","69.91","19.04","8.50","42.37","4.96","1.17","2.68","21.28","100.00","77.54","29.69","13.29","34.56","0.57","4.51","1.17","16.20"
"3204351","Rio Bananal (ES)","100.00","37.46","8.78","6.52","22.16","21.78","3.94","1.38","35.44","100.00","64.48","15.39","6.29","42.80","1.19","5.05","0.54","28.74"
"3204401","Rio Novo do Sul (ES)","100.00","51.72","18.58","5.15","27.99","16.82","2.91","1.89","26.65","100.00","71.73","32.86","9.70","29.18","1.23","2.67","0.97","23.40"
"3204500","Santa Leopoldina (ES)","100.00","34.80","9.80","3.57","21.43","26.53","2.98","0.22","35.47","100.00","38.78","17.12","4.44","17.22","3.04","12.53","1.07","44.58"
"3204559","Santa Maria de Jetibá (ES)","100.00","34.90","8.71","2.25","23.93","25.87","1.38","1.47","36.39","100.00","43.94","19.47","3.21","21.26","1.73","5.87","1.58","46.87"
"3204609","Santa Teresa (ES)","100.00","57.31","20.22","4.86","32.22","17.55","0.83","3.69","20.63","100.00","61.75","27.89","6.33","27.53","2.11","2.76","1.88","31.50"
"3204658","São Domingos do Norte (ES)","100.00","57.98","11.01","8.83","38.14","17.84","2.19","2.22","19.77","100.00","53.43","22.27","10.51","20.65","0.18","4.54","2.51","39.35"
"3204708","São Gabriel da Palha (ES)","100.00","66.40","29.12","7.77","29.51","12.35","0.06","4.08","17.11","100.00","70.18","43.66","5.86","20.65","2.04","3.11","2.86","21.82"
"3204807","São José do Calçado (ES)","100.00","74.41","20.78","5.86","47.77","6.36","0.13","1.50","17.60","100.00","73.38","24.00","15.61","33.77","1.57","4.18","1.62","19.26"
"3204906","São Mateus (ES)","100.00","68.73","34.10","5.62","29.01","5.41","1.63","2.54","21.69","100.00","70.27","44.54","5.23","20.49","1.70","4.51","1.77","21.74"
"3204955","São Roque do Canaã (ES)","100.00","49.72","25.66","2.95","21.12","13.63","1.12","1.30","34.23","100.00","59.03","34.56","4.19","20.28","1.93","5.18","2.34","31.52"
"3205002","Serra (ES)","100.00","77.46","47.91","5.52","24.03","1.14","0.18","2.01","19.21","100.00","80.78","63.03","3.60","14.16","1.00","0.33","1.20","16.69"
"3205010","Sooretama (ES)","100.00","69.48","25.55","8.38","35.55","2.35","0.08","1.66","26.42","100.00","74.23","41.67","7.43","25.13","1.83","2.38","0.87","20.69"
"3205036","Vargem Alta (ES)","100.00","57.48","18.34","5.64","33.50","9.69","0.34","2.24","30.24","100.00","64.46","27.57","5.73","31.16","3.51","4.31","0.97","26.75"
"3205069","Venda Nova do Imigrante (ES)","100.00","48.93","27.17","1.60","20.16","11.94","0.36","4.17","34.60","100.00","72.42","42.13","1.51","28.78","1.36","1.13","3.44","21.65"
"3205101","Viana (ES)","100.00","76.90","43.95","5.61","27.35","1.92","0.50","0.68","20.00","100.00","78.19","57.19","3.29","17.71","0.52","1.01","1.16","19.11"
"3205150","Vila Pavão (ES)","100.00","38.37","9.13","3.12","26.12","34.71","4.55","2.86","19.51","100.00","48.52","16.53","6.03","25.96","4.59","14.18","0.81","31.90"
"3205176","Vila Valério (ES)","100.00","44.16","7.38","3.29","33.49","33.81","2.00","1.21","18.83","100.00","46.24","13.60","5.51","27.14","2.08","7.11","1.12","43.45"
"3205200","Vila Velha (ES)","100.00","71.20","43.73","6.11","21.36","1.08","0.20","5.02","22.50","100.00","73.98","54.26","5.85","13.87","0.96","0.17","3.39","21.50"
"3205309","Vitória (ES)","100.00","72.74","46.84","7.96","17.94","0.97","0.06","6.53","19.71","100.00","76.07","54.06","10.59","11.42","0.65","0.04","5.15","18.09"
"3300100","Angra dos Reis (RJ)","100.00","74.14","42.12","2.78","29.24","0.67","0.41","2.96","21.83","100.00","81.35","60.25","4.35","16.75","0.67","0.42","1.67","15.90"
"3300159","Aperibé (RJ)","100.00","69.76","24.05","5.59","40.12","0.95","-","3.85","25.44","100.00","69.04","28.11","8.97","31.96","4.66","1.35","1.18","23.78"
"3300209","Araruama (RJ)","100.00","70.86","31.59","7.23","32.04","0.64","0.19","3.40","24.90","100.00","70.11","37.78","7.58","24.75","0.77","1.39","2.47","25.26"
"3300225","Areal (RJ)","100.00","72.95","37.65","4.70","30.61","0.09","0.10","2.95","23.90","100.00","73.95","40.47","8.03","25.44","1.62","1.06","2.16","21.21"
"3300233","Armação dos Búzios (RJ)","100.00","69.33","37.65","1.96","29.71","0.23","0.15","6.01","24.29","100.00","71.58","42.46","2.44","26.69","1.90","0.29","3.46","22.77"
"3300258","Arraial do Cabo (RJ)","100.00","72.25","37.69","6.48","28.08","0.47","0.45","2.97","23.86","100.00","69.56","40.34","8.19","21.03","1.99","0.11","1.59","26.74"
